Word,Frequency
两次,23
意识,23
修机,23
备战,23
dx,23
好吃,23
来看,23
时代,23
永不言败,23
日记,23
咱们,23
全是,23
第一局,23
接下来,23
马哥,23
情绪,23
回声,23
代表,23
保平,23
精神,23
四排,23
AK,23
小丑,23
古董,23
唐人街,23
有时候,23
人家,23
开启,23
天天开心,23
对手,23
周年,23
捧杯,23
勘探,23
绝对,23
各种,23
回去,23
并且,23
框框,23
Persica,23
军工厂,23
一刀,23
嘴边,23
开播,23
30,23
原神,23
老是,23
无限,23
高兴,23
热爱,23
办法,23
总结,22
记录,22
段位,22
或许,22
香水,22
闪现,22
思路,22
罪恶,22
上次,22
余情,22
存在,22
进去,22
挑战,22
打开,22
看过,22
光而生,22
作品,22
关系,22
痛苦,22
记录员,22
几天,22
杂技,22
安官,22
雕刻家,22
认真,22
突破,22
签名,22
随便,22
样子,22
真正,22
总要,22
幻贺,22
表情,22
金色,22
红蝶,22
金苹果,21
开赛,21
翻盘,21
担心,21
不看,21
即使,21
偶尔,21
疯狂,21
毕竟,21
冠亚,21
名单,21
尤其,21
注意,21
第二局,21
拥有,21
25,21
ban,21
总喊,21
有个,21
变动,21
时装,21
以上,21
赛况,21
竟然,21
无法,21
程巍阳,21
24,21
保送,21
漂亮,21
出场,21
回应,21
第三局,21
全员,21
慢慢,21
21,21
意义,21
拉满,21
几年,21
顶峰,20
禁言,20
赛前,20
地下室,20
旁边,20
律师,20
私信,20
救援,20
事实,20
昭著,20
共享,20
明白,20
连胜,20
至少,20
四杀,20
密码机,20
奈奈,20
互相,20
付出,20
all,20
iOS,20
Jelly,20
太久,20
吃饭,20
一救,20
返图,20
也好,20
上分,20
如今,20
四年,20
作曲家,20
本身,20
左右,20
五冠二亚,20
打破,20
如此,20
遇见,20
勘探员,20
瓜瓜,20
采访,20
单子,20
...,20
TOP5,20
bo5,20
恶名,20
惊喜,20
26,20
对于,20
得到,20
关于,20
更是,20
不再,19
最大,19
文豪,19
热血,19
理智,19
体系,19
等待,19
TOP3,19
专栏,19
季军,19
湖景村,19
圆满,19
学者,19
不留,19
图片,19
姐姐,19
影响,19
声音,19
导致,19
一般,19
记者,19
马上,19
100,19
哈哈,19
主要,19
哪怕,19
观赛,19
对决,19
基本,19
wolves,19
一支,19
保底,19
15,19
同学,19
关键,19
离开,19
在线,19
飞轮,19
顺便,19
队长,19
冒险家,19
怎么样,19
兄弟,19
不如,19
mvp,19
联合,19
胜者,19
灯泡,18
难道,18
决定,18
针对,18
当年,18
回忆,18
吧唧,18
想着,18
无论是,18
同样,18
上来,18
印象,18
考虑,18
家族,18
成员,18
三代,18
评价,18
TF,18
医生,18
碰到,18
淘汰,18
魂兮归来,18
结局,18
27,18
锦鲤,18
附体,18
十一,18
任何人,18
B4U,18
冷静,18
差一点,18
kucao,18
契卡,18
那里,18
时期,18
更加,18
超凡,18
台上,18
月亮,18
派对,18
走到,17
蹲个,17
居然,17
只会,17
bo4,17
平时,17
调酒,17
出生,17
人物,17
梦想,17
太不容易,17
很难,17
说真的,17
互关,17
取得,17
超常发挥,17
默契,17
绝境,17
极限,17
太好了,17
交税,17
芙兰,17
周上,17
心锁,17
二轮,17
生日快乐,17
英雄,17
战斗,17
第四,17
两台,17
小组赛,17
如何,17
奇珍,17
卧槽,17
今晚,17
就行,17
温柔,17
默认,17
工资,17
TOP1,17
胜率,17
线索,17
推理,17
没关系,17
挂椅,17
官服,17
失望,17
三岁,17
周末,17
晚安,17
椰子,17
做法,17
好玩,17
眼泪,17
大龙,17
杰克,17
不争,17
蜡像,17
id,17
这边,17
模式,17
清楚,17
优先,17
大神,17
打得,17
职业化,17
吉他,16
欢呼,16
更新,16
芥川,16
二救,16
爱哭鬼,16
RC,16
有着,16
超奶,16
反思,16
第四局,16
舞担,16
潇潇,16
依旧,16
2022ivl,16
本场,16
一刻,16
劣势,16
任务,16
TA,16
小队长,16
艾玛,16
总会,16
渠道,16
传奇,16
天赋,16
全新,16
禁赛,16
下个,16
太宰,16
他人,16
提醒,16
直到,16
包括,16
演技,16
不惑,16
辉煌,16
来到,16
战况,16
打成,16
其他人,16
打卡,16
内容,16
战绩,16
cos,16
四跑,16
历史,16
即将,16
使用,16
utr,16
超话家,16
路上,16
代打,16
架子鼓,16
杂技演员,16
接接,16
转会,16
轮换,16
无论,16
未来式,16
不包,16
守卫,16
人气,16
夸夸,16
艺术,16
礼包,16
box,16
改变,16
兔子,16
团魂,16
几乎,16
一半,16
艾薇,15
捧起,15
失效,15
渴望,15
一只,15
简单,15
锁定,15
耳机,15
干嘛,15
还好,15
不止,15
双向,15
奔赴,15
一花,15
控场,15
妈妈,15
经验,15
加强,15
心跳,15
消息,15
祈颜,15
尽力,15
拉拉队员,15
满配,15
职业联赛,15
究竟,15
勇气,15
置顶,15
包夜,15
金皮,15
大情,15
医院,15
感到,15
50,15
入坑,15
VI,15
初夏,15
不仅,15
依然,15
调制,15
辅助,15
参加,15
c#,15
dd,15
留在,15
浓度,15
惊艳,15
每日,15
舍不得,15
美好,15
讨论,15
而已,15
也许,15
有目共睹,15
挂飞,15
怎么办,15
想起,15
身体,15
无尽,15
训练,15
活跃,15
见到,15
睡觉,15
流水,15
熟悉,15
调理,15
没人,15
害怕,15
安酱,15
某些,15
优秀,15
前天,15
后期,15
佛系,15
做梦,15
反应,15
半轮,15
过程,15
事件,15
微信,15
幼虎,15
于是,14
逃行,14
BWIKI,14
谩骂,14
细节,14
归宿,14
传送,14
守夜,14
恢复,14
排期,14
实现,14
ac,14
北京,14
嘿嘿,14
登场,14
真诚,14
偏偏,14
登陆,14
顺利,14
逃罪,14
一边,14
第一场,14
祝愿,14
骂人,14
这么久,14
这支,14
记忆,14
押金,14
没能,14
不安,14
蛋仔,14
美化,14
感受,14
椅子,14
嘲讽,14
合适,14
一群,14
当初,14
长期,14
期间,14
战平,14
挂件,14
三阶,14
自由,14
刺激,14
幸运儿,14
年轻,14
蓝色,14
莫名其妙,14
icu,14
辱骂,14
即可,14
坎坷,14
阶段,14
长夜,14
其次,14
走向,14
14,14
团结,14
时光,14
研究,14
文学,14
某人,14
播报,14
争取,14
剧情,14
替补,14
Day4,14
凌云,14
大部分,14
一眼,14
卡梦北笔,14
明年,14
山城,13
内耗,13
公园,13
精力,13
手感,13
盲女,13
真相,13
部分,13
红人节,13
等到,13
随意,13
颜色,13
果断,13
古早,13
回放,13
案件,13
TOP2,13
一份,13
其中,13
照片,13
那天,13
今夜,13
逆转,13
可妮,13
2007,13
加特,13
天蝎,13
尊贵,13
收看,13
Maria,13
TOP4,13
MUL,13
大赛,13
培育,13
五排,13
方式,13
鹿头,13
经理,13
好久,13
干什么,13
骰子,13
慵懒,13
星辰,13
拉扯,13
全程,13
样样,13
凉哈皮,13
前进,13
走秀,13
行云,13
力量,13
之羽,13
尊重,13
秋天,13
不让,13
享受,13
年龄,13
抱歉,13
魅力,13
宿伞,13
自信,13
双排,13
还会,13
人能,13
Reborn,13
CC,13
内心,13
xyt,13
眼睛,13
小卡,13
金挂,13
板板,13
等等,13
不可,13
屠皇,13
方案,13
喧嚣,13
sky,13
落下,13
教授,13
到来,13
多久,13
分裂,13
简直,13
老人,13
一周,13
师生,13
中午,13
Alex,13
zq,13
解决,13
明日,13
具体,13
卧谈,13
重做,13
讨厌,12
反正,12
LIVL,12
临时,12
怎样,12
不住,12
屏幕,12
代抢,12
Sprintzer,12
无畏,12
封面,12
局势,12
拼搏,12
断层,12
小说,12
光芒,12
玩具,12
三台,12
手伤,12
一段时间,12
打到,12
娱弟,12
真心,12
日子,12
一件,12
上班,12
娱妹,12
安乐,12
电影,12
想想,12
回顾,12
带领,12
达到,12
pc,12
基本上,12
什么样,12
争气,12
为啥,12
两把,12
杭州,12
算了,12
抽到,12
看起来,12
剩下,12
一遍,12
忘记,12
通过,12
喝茶,12
黄衣,12
灰灰,12
玩具商,12
差点,12
友友,12
离谱,12
预判,12
恶意,12
全世界,12
明显,12
正式,12
单量,12
那一刻,12
各大,12
加练,12
名画,12
最棒,12
40,12
伤心,12
详情,12
狮子,12
后悔,12
XC,12
迎接,12
禁选,12
非要,12
女神,12
签到,12
小孩,12
野犬,12
水平,12
强势,12
失去,12
之战,12
机子,12
四天,12
吸引,12
觉醒,12
难看,12
显示,12
唱歌,12
vx,12
擅长,12
邮差,12
五个,12
学习,12
机械,12
弹丸,12
年度,12
打游戏,12
主教练,12
scr,12
消耗,12
行为,12
雷区,12
烟花,12
热情,12
第二个,12
不少,12
先锋,12
ivs,12
非凡,12
互动,11
四阶,11
睡不着,11
至臻版,11
骁龙电,11
前面,11
感叹,11
一步步,11
keria,11
和平,11
称号,11
荣誉,11
遗产,11
严重,11
拜托,11
二阶,11
第三,11
民间,11
独特,11
默默,11
再也,11
奇怪,11
想象,11
太强,11
攻击,11
无人,11
GG.18,11
次次,11
吵架,11
兴奋,11
不得不,11
模仿者,11
精英,11
规则,11
赶紧,11
表达,11
换人,11
帮忙,11
云黎红人节,11
一波,11
拭目以待,11
UR,11
三次,11
包天,11
之径,11
拿出,11
许多,11
稳住,11
感情,11
伟大,11
看不到,11
念念有词,11
wb,11
偶像,11
好开心,11
到时候,11
打个,11
挂机,11
及时,11
太多,11
连败,11
24h,11
相互,11
逆风,11
冲冲,11
2Gr,11
说实话,11
连续,11
FAV,11
事已至此,11
一台,11
海盐,11
计划,11
程度,11
素材,11
队里,11
思考,11
哭泣,11
TE,11
kpl,11
六阶,11
奇粉,11
周六,11
狼崽们,11
5.0,11
新手,11
认知,11
最高,11
打算,11
一批,11
见面,11
五阶,11
收收,11
太棒了,11
xym,11
了不起,11
足够,11
二次元,11
剧本,11
前期,11
外面,11
88,11
感慨,11
灵活,11
我来,11
联系,11
现实,11
合理,11
坐在,11
机位,11
核心,11
生命,11
无料,11
苏州,11
跌跌撞撞,11
队服,11
惊鸿,11
差不多,11
一段,11
mr,11
朋友圈,11
彻底,11
路过,11
书写,11
语音,11
学会,11
审核,11
相见,11
笑笑,11
黑称,11
荣获,11
方法,11
把握,11
再战,11
两位,11
前行,11
看得,11
倒地,11
配置,11
言论,11
平安,10
一辈子,10
概率,10
13,10
展现,10
压迫,10
娱乐,10
逃脱,10
风采,10
新号,10
加上,10
羡慕,10
抽疯,10
救下来,10
掌控,10
夢幻,10
玄学,10
甘心,10
习惯,10
少女,10
韧性,10
打满,10
偷偷,10
跨年,10
阅历,10
抽签,10
举办,10
出击,10
无数次,10
考试,10
桂冠,10
180,10
弥补,10
服部,10
加冕,10
忍不住,10
崩溃,10
复刻,10
学校,10
一看,10
解释,10
只想,10
赛对,10
走路,10
爱看,10
不怎么,10
辜负,10
记住,10
想过,10
之外,10
语言,10
开枪,10
之巅,10
二楼,10
一度,10
福利,10
满意,10
瓜格,10
后续,10
赛制,10
跟着,10
之间,10
克罗,10
小姐,10
作文,10
好奇,10
2022,10
很多很多,10
上去,10
p2,10
雷点,10
厂长,10
照样,10
奖金,10
很长,10
反而,10
切片,10
的确,10
助力,10
逐渐,10
收获,10
好价,10
彼此,10
没事,10
雪碧捏,10
亲眼,10
仍然,10
确定,10
勇敢,10
名额,10
坚定,10
童话,10
持续,10
分别,10
打包,10
1Gr,10
距离,10
VII,10
赛期,10
降临,10
脸上,10
干扰,10
吹风,10
婉拒,10
家人,10
探索,10
无数,10
承认,10
不太好,10
星球,10
专门,10
不动,10
人身攻击,10
走过,10
战胜,10
安卓,10
责任,10
发疯,10
qq,10
像框,10
随缘,10
梦魇,10
等级,10
换血,10
好运,10
正好,10
测试,10
尽全力,10
金牌,10
总比分,10
那边,10
ID,10
听说,10
对局,10
艾维,10
几把,10
人屠,10
绝活,10
之旅,10
很想,10
夜羽,10
作用,10
两天,10
男主,10
不说,10
帮助,10
马皇,9
固排,9
工具,9
4000,9
比拼,9
GGbo1,9
乐观,9
AWG,9
仿佛,9
易主,9
vs,9
重视,9
适应,9
狂欢,9
未成年,9
发帖,9
无缘,9
信息,9
主场,9
失利,9
coa7,9
安心,9
出门,9
天才,9
配得,9
天秀,9
很快,9
没法,9
答题,9
整理,9
像是,9
饮水机,9
不然,9
想法,9
迷茫,9
绝望,9
就让,9
提到,9
观看,9
心理医生,9
ChoAi,9
这才,9
艰难,9
看来,9
很少,9
是从,9
微博边,9
之类,9
看边,9
复习,9
知名,9
败者,9
早点,9
理由,9
着急,9
自从,9
450,9
保证,9
阳光,9
无敌,9
背水一战,9
表示,9
赛报,9
流泪,9
此刻,9
身份,9
粉上,9
果然,9
焦虑,9
网友,9
门口,9
深刻,9
我家,9
尖叫,9
从来不,9
期望,9
近期,9
小明,9
第二天,9
嘎嘎,9
为积,9
稳稳,9
青春,9
租号,9
文明,9
人品,9
沉淀,9
沟通,9
好人,9
三连冠,9
再起,9
抽象,9
似乎,9
自我,9
力挽狂澜,9
中间,9
......,9
屏蔽,9
之一,9
附近,9
入选,9
退游,9
2020,9
尝试,9
奶茶,9
禁止,9
上面,9
蛋糕,9
阴暗,9
许愿,9
幻象,9
几次,9
snow,9
苍鹭,9
会议,9
亲友,9
第四日,9
第五年,9
逆境,9
肯德基,9
19,9
N1e,9
太多太多,9
醒醒,9
GGvs,9
秋决,9
总之,9
主打,9
本次,9
角落,9
一溜,9
排名,9
喊话,9
充满,9
价来,9
成年,9
开麦,9
所愿,9
眼前,9
发言,9
乐子,9
场馆,9
美美,9
花间,9
门票,9
山庄,9
宝贝,9
之星,9
风来,9
17,9
叉西,9
主推,9
三天,9
小说家,9
一套,9
企业,9
补充,9
拉拉,9
T0,9
1200,9
中心,9
登录,9
QQ,9
刀华渠,9
师超话,9
下破轮,9
双冠,9
说明,9
安排,9
同一个,9
举报,9
喜歡,9
拿个,9
牌子,9
回答,9
卡死,9
邮费,9
碎片,9
系统,9
下架,9
找个,9
展示,9
自身,9
扩列,9
余量,9
特调,9
进度,9
噩梦,9
击球手,9
一击,9
带价来,9
ymm,9
预算,9
自带,9
点击,9
二月,9
类型,9
菖蒲,9
效果,9
青蛙,9
闪退,9
60,9
看不见,9
coa6,9
满满,9
车队,9
无语,9
千面,9
仙女,9
减少,9
带给,8
小小,8
妹克,8
追求,8
可靠,8
暂时,8
好几个,8
自责,8
热门,8
苹果,8
sxy,8
不变,8
这条,8
一往无前,8
争分,8
双人,8
灵犀,8
返厂,8
还给,8
热身,8
哪些,8
多多,8
合作,8
熬夜,8
带走,8
下面,8
团粉,8
联盟,8
太牛,8
顶尖,8
略微,8
第二次,8
速度,8
提升,8
相遇,8
刷新,8
首次,8
止步,8
范围,8
成就,8
高三,8
上下,8
灵动,8
华渠,8
白泽,8
淘汰赛,8
潮奈,8
上升,8
输赢,8
职业生涯,8
放映厅,8
信任,8
兜底,8
总能,8
几场,8
友谊,8
书山,8
cd,8
超爱,8
ChunLi,8
在意,8
很强,8
归来,8
佛前,8
不该,8
接着,8
苦苦,8
放血,8
远离,8
小宝,8
虎牙,8
几千年,8
塔罗,8
宇宙,8
电机,8
自定义,8
搏命,8
就行了,8
隔壁,8
服设,8
一方,8
第三个,8
今天下午,8
发布,8
比如,8
逆水,8
理想,8
糖果,8
自由度,8
岁月,8
合照,8
谢谢你们,8
大声,8
p1,8
一茶,8
试试,8
同意,8
再见面,8
心脏,8
所谓,8
刚好,8
接近,8
真实,8
没想,8
欧美,8
击破,8
逐个,8
文野,8
高考,8
WolvesvsMRC,8
成分,8
没用,8
MVP,8
魔王,8
截图,8
泪水,8
演绎出,8
海报,8
拍照,8
一口,8
分析,8
号子,8
一会,8
顾客,8
拥抱,8
公主,8
老婆,8
大学生,8
双叶,8
笑容,8
场上,8
无形,8
对比,8
太太,8
看法,8
日历,8
高卷,8
木偶,8
IVLIVL,8
呆呆,8
取胜,8
错过,8
千人,8
heart,8
侧写,8
5r,8
一秒,8
cr,8
开开心心,8
退坑,8
九月,8
之席,8
我能,8
玩游戏,8
庆祝,8
阵营,8
呈现,8
Tx,8
如图,8
落幕,8
情人节,8
飞行,8
凌晨,8
打的好,8
粉色,8
卡子,8
爱心,8
出发,8
韦智杰,8
一共,8
怀疑,8
包含,8
译森,8
te,8
互联网,8
麦当劳,8
之争,8
魔术,8
两张,8
弹幕,8
清欢,8
cbg,8
便宜,8
那样,8
火热,8
..,8
商城,8
全勤,8
总有,8
两边,8
教堂,8
清晰,8
底牌,8
慢收,8
伤害,8
困难,8
GGBO1,8
来回,8
面前,8
全力以赴,8
确认,8
演唱会,8
上学,8
敢打敢拼,8
做出,8
小马哥,8
两支,8
我們,8
颠沛流离,8
别说,8
WellPlay,8
女主,8
狠狠,8
厚积薄发,8
无所谓,8
漫展,8
好久没,8
抽个,8
认可,8
魔术师,8
赛见,8
指责,8
不太,7
环境,7
共同,7
两场,7
这辈子,7
150,7
周日,7
Gr2,7
往昔,7
1r,7
云黎,7
说好,7
千万,7
突出重围,7
瓜田,7
800,7
估计,7
步步,7
立马,7
巴蜀,7
负责,7
纵横,7
春季,7
愚人,7
好意思,7
美国,7
招人,7
一下子,7
根据,7
退出,7
第二名,7
信号,7
取悦,7
见面会,7
四方,7
灵性,7
稍微,7
心患,7
普通,7
成熟,7
热泪盈眶,7
自闭,7
做好,7
放在,7
透卡,7
亲爱,7
圣心,7
一气呵成,7
这句,7
强大,7
起码,7
看出,7
稳健,7
第一轮,7
橙味,7
最爱,7
主动,7
过往,7
第二轮,7
人数,7
搞笑,7
多么,7
大门,7
千里,7
登上,7
看不懂,7
修养,7
击球,7
四人,7
面临,7
40r,7
博士,7
期末,7
宠小爱,7
万事,7
一身,7
率先,7
家里,7
信念,7
产品,7
lsj,7
拦截,7
始终,7
情感,7
公布,7
小特,7
好帅,7
汇报,7
崇山,7
纪念,7
黑市,7
翻越,7
喝喜,7
玩微博,7
独自,7
娃娃,7
咒术,7
积崽们,7
D4,7
梦幻,7
不在乎,7
不必,7
一手,7
占据,7
宝子,7
全场,7
专业,7
年纪,7
小虾,7
回坑,7
控制,7
妈呀,7
母亲,7
管理层,7
接触,7
哦哦哦,7
身体健康,7
要么,7
四点,7
老公,7
祝贺,7
离不开,7
温良,7
战术,7
小剧场,7
收集,7
猫猫,7
龙卷风,7
有效,7
赢下,7
战士,7
玫瑰,7
无数个,7
十分,7
回到,7
付邮,7
重返,7
一瞬间,7
问价,7
顶住,7
大厨,7
COA,7
一次次,7
其余,7
银铃,7
GoodGame,7
魔咒,7
脑子里,7
偏爱,7
跳跃,7
高中,7
眼镜,7
镜头,7
放松,7
现役,7
邀请,7
兔玩电,7
统治,7
至于,7
可接,7
复制,7
时机,7
懒得,7
实际上,7
绝地,7
美女,7
拒绝,7
丑陋,7
熟练度,7
4k,7
凭借,7
过激,7
吃素,7
训练赛,7
有意思,7
机制,7
上周,7
专注,7
涂鸦,7
苦尽甘来,7
我服,7
极速,7
金身,7
三人,7
表演,7
道具,7
线条,7
斯汀,7
技巧,7
本质,7
CCID,7
苏鲁,7
回游,7
花钱,7
不算,7
可换,7
购买,7
守椅,7
ps,7
最多,7
狼粉,7
不鸽,7
落泪,7
主屠,7
艰辛,7
文化,7
第四个,7
救下,7
对阵,7
来自,7
软件,7
倒霉,7
玩光遇,7
含金量,7
五女,7
早上,7
史上,7
诞生,7
不足,7
独立,7
平等,7
天命,7
不怕,7
地步,7
交稅,7
经过,7
练练,7
有种,7
聊天,7
相乘,7
破译,7
快点,7
新岛,7
放心,7
新娘,7
回报,7
1.5,7
之夜,7
永恒,7
衣服,7
短暂,7
比赛结果,7
伙伴,7
贺导,7
更迭,7
全貌,7
