"日期","好评","差评"
"2022-12-07","14692","24642"
"2022-12-08","71","31"
"2022-12-09","38","9"
"2022-12-10","41","18"
"2022-12-11","20","4"
"2022-12-12","17","7"
"2022-12-13","18","12"
"2022-12-14","20","13"
"2022-12-15","26","5"
"2022-12-16","22","10"
"2022-12-17","24","16"
"2022-12-18","26","6"
"2022-12-19","25","16"
"2022-12-20","33","17"
"2022-12-21","785","246"
"2022-12-22","353","118"
"2022-12-23","161","43"
"2022-12-24","117","36"
"2022-12-25","84","33"
"2022-12-26","91","44"
"2022-12-27","74","42"
"2022-12-28","62","49"
"2022-12-29","40","26"
"2022-12-30","27","25"
"2022-12-31","41","26"
"2023-01-01","28","20"
"2023-01-02","27","15"
"2023-01-03","43","24"
"2023-01-04","36","25"
"2023-01-05","44","18"
"2023-01-06","33","26"
"2023-01-07","41","24"
"2023-01-08","28","19"
"2023-01-09","32","28"
"2023-01-10","26","34"
"2023-01-11","34","20"
"2023-01-12","21","24"
"2023-01-13","21","26"
"2023-01-14","19","15"
"2023-01-15","25","11"
"2023-01-16","36","18"
"2023-01-17","30","16"
"2023-01-18","21","24"
"2023-01-19","24","21"
"2023-01-20","24","21"
"2023-01-21","29","17"
"2023-01-22","21","13"
"2023-01-23","23","25"
"2023-01-24","20","13"
"2023-01-25","19","12"
"2023-01-26","27","29"
"2023-01-27","29","23"
"2023-01-28","16","21"
"2023-01-29","41","23"
"2023-01-30","24","10"
"2023-01-31","40","14"
"2023-02-01","18","21"
"2023-02-02","30","16"
"2023-02-03","25","21"
"2023-02-04","22","17"
"2023-02-05","21","15"
"2023-02-06","13","14"
"2023-02-07","10","8"
"2023-02-08","11","6"
"2023-02-09","6","8"
"2023-02-10","13","9"
"2023-02-11","19","11"
"2023-02-12","16","12"
"2023-02-13","8","8"
"2023-02-14","32","60"
"2023-02-15","20","61"
"2023-02-16","9","3"
"2023-02-17","9","9"
"2023-02-18","18","10"
"2023-02-19","22","7"
"2023-02-20","6","4"
"2023-02-21","8","5"
"2023-02-22","6","3"
"2023-02-23","10","9"
"2023-02-24","7","5"
"2023-02-25","19","10"
"2023-02-26","26","8"
"2023-02-27","9","6"
"2023-02-28","11","5"
"2023-03-01","4","10"
"2023-03-02","8","2"
"2023-03-03","6","4"
"2023-03-04","29","18"
"2023-03-05","19","13"
"2023-03-06","9","10"
"2023-03-07","6","3"
"2023-03-08","12","3"
"2023-03-09","7","7"
"2023-03-10","6","6"
"2023-03-11","18","11"
"2023-03-12","11","21"
"2023-03-13","3","0"
"2023-03-14","5","5"
"2023-03-15","5","5"
"2023-03-16","10","9"
"2023-03-17","1","5"
"2023-03-18","16","16"
"2023-03-19","19","5"
"2023-03-20","7","2"
"2023-03-21","3","0"
"2023-03-22","99","32"
"2023-03-23","188","37"
"2023-03-24","92","31"
"2023-03-25","242","80"
"2023-03-26","112","23"
"2023-03-27","22","7"
"2023-03-28","29","12"
"2023-03-29","10","9"
"2023-03-30","20","13"
"2023-03-31","17","15"
"2023-04-01","35","26"
"2023-04-02","39","20"
"2023-04-03","13","8"
"2023-04-04","11","10"
"2023-04-05","27","19"
"2023-04-06","7","12"
"2023-04-07","11","6"
"2023-04-08","20","17"
"2023-04-09","24","26"
"2023-04-10","6","7"
"2023-04-11","9","9"
"2023-04-12","3","3"
"2023-04-13","4","6"
"2023-04-14","5","4"
"2023-04-15","18","9"
"2023-04-16","16","7"
"2023-04-17","3","3"
"2023-04-18","3","8"
"2023-04-19","4","7"
"2023-04-20","7","0"
"2023-04-21","9","7"
"2023-04-22","17","14"
"2023-04-23","7","8"
"2023-04-24","2","4"
"2023-04-25","4","6"
"2023-04-26","4","2"
"2023-04-27","9","9"
"2023-04-28","7","7"
"2023-04-29","17","10"
"2023-04-30","16","12"
"2023-05-01","14","11"
"2023-05-02","16","10"
"2023-05-03","22","7"
"2023-05-04","3","9"
"2023-05-05","4","2"
"2023-05-06","8","3"
"2023-05-07","15","10"
"2023-05-08","8","4"
"2023-05-09","4","6"
"2023-05-10","1","6"
"2023-05-11","3","1"
"2023-05-12","3","1"
"2023-05-13","13","11"
"2023-05-14","13","12"
"2023-05-15","0","4"
"2023-05-16","3","2"
"2023-05-17","1","5"
"2023-05-18","8","2"
"2023-05-19","2","3"
"2023-05-20","10","14"
"2023-05-21","18","6"
"2023-05-22","4","7"
"2023-05-23","8","3"
"2023-05-24","5","2"
"2023-05-25","3","1"
"2023-05-26","3","4"
"2023-05-27","11","4"
"2023-05-28","14","5"
"2023-05-29","3","4"
"2023-05-30","3","3"
"2023-05-31","1","7"
"2023-06-01","5","7"
"2023-06-02","4","2"
"2023-06-03","14","5"
"2023-06-04","9","8"
"2023-06-05","6","1"
"2023-06-06","6","2"
"2023-06-07","10","4"
"2023-06-08","8","2"
"2023-06-09","3","4"
"2023-06-10","19","6"
"2023-06-11","16","5"
"2023-06-12","5","2"
"2023-06-13","4","1"
"2023-06-14","4","4"
"2023-06-15","5","1"
"2023-06-16","5","5"
"2023-06-17","12","8"
"2023-06-18","12","18"
"2023-06-19","6","2"
"2023-06-20","9","6"
"2023-06-21","-118","-140"
"2023-06-22","138","159"
"2023-06-23","14","12"
"2023-06-24","14","9"
"2023-06-25","10","6"
"2023-06-26","3","3"
"2023-06-27","4","8"
"2023-06-28","157","45"
"2023-06-29","162","38"
"2023-06-30","74","34"
"2023-07-01","117","34"
"2023-07-02","68","41"
"2023-07-03","43","24"
"2023-07-04","34","14"
"2023-07-05","24","17"
"2023-07-06","20","18"
"2023-07-07","21","20"
"2023-07-08","26","14"
"2023-07-09","23","16"
"2023-07-10","14","17"
"2023-07-11","15","21"
"2023-07-12","19","25"
"2023-07-13","27","21"
"2023-07-14","17","18"
"2023-07-15","18","22"
"2023-07-16","28","20"
"2023-07-17","15","20"
"2023-07-18","12","15"
"2023-07-19","8","18"
"2023-07-20","14","12"
"2023-07-21","15","10"
"2023-07-22","17","22"
"2023-07-23","9","35"
"2023-07-24","14","13"
"2023-07-25","13","12"
"2023-07-26","14","15"
"2023-07-27","18","21"
"2023-07-28","17","19"
"2023-07-29","23","90"
"2023-07-30","33","141"
"2023-07-31","40","90"
"2023-08-01","24","50"
"2023-08-02","17","33"
"2023-08-03","17","31"
"2023-08-04","19","27"
"2023-08-05","24","35"
"2023-08-06","16","35"
"2023-08-07","18","23"
"2023-08-08","15","30"
"2023-08-09","16","39"
"2023-08-10","47","73"
"2023-08-11","23","57"
"2023-08-12","31","24"
"2023-08-13","21","46"
"2023-08-14","14","32"
"2023-08-15","29","65"
"2023-08-16","29","53"
"2023-08-17","30","61"
"2023-08-18","15","20"
"2023-08-19","21","23"
"2023-08-20","24","29"
"2023-08-21","10","23"
"2023-08-22","17","11"
"2023-08-23","16","23"
"2023-08-24","8","20"
"2023-08-25","15","20"
"2023-08-26","11","11"
"2023-08-27","13","20"
"2023-08-28","13","9"
"2023-08-29","12","10"
"2023-08-30","12","10"
"2023-08-31","12","7"
"2023-09-01","11","7"
"2023-09-02","7","12"
"2023-09-03","14","12"
"2023-09-04","5","3"
"2023-09-05","2","5"
"2023-09-06","0","0"
"2023-09-07","8","6"
"2023-09-08","5","5"
"2023-09-09","13","9"
"2023-09-10","11","5"
"2023-09-11","5","11"
"2023-09-12","2","1"
"2023-09-13","43","16"
"2023-09-14","89","19"
"2023-09-15","49","19"
"2023-09-16","160","55"
"2023-09-17","60","29"
"2023-09-18","19","-1"
"2023-09-19","9","5"
"2023-09-20","11","13"
"2023-09-21","17","4"
"2023-09-22","10","3"
"2023-09-23","30","10"
"2023-09-24","25","14"
"2023-09-25","6","4"
"2023-09-26","5","4"
"2023-09-27","5","4"
"2023-09-28","2","6"
"2023-09-29","26","9"
"2023-09-30","25","17"
"2023-10-01","15","8"
"2023-10-02","13","14"
"2023-10-03","14","9"
"2023-10-04","9","14"
"2023-10-05","4","9"
"2023-10-06","7","12"
"2023-10-07","2","5"
"2023-10-08","9","5"
"2023-10-09","4","2"
"2023-10-10","3","4"
"2023-10-11","3","5"
"2023-10-12","3","3"
"2023-10-13","2","4"
"2023-10-14","15","9"
"2023-10-15","7","9"
"2023-10-16","5","4"
"2023-10-17","3","4"
"2023-10-18","5","4"
"2023-10-19","0","1"
"2023-10-20","3","3"
"2023-10-21","3","6"
"2023-10-22","9","8"
"2023-10-23","1","4"
"2023-10-24","3","1"
"2023-10-25","2","2"
"2023-10-26","1","1"
"2023-10-27","0","0"
"2023-10-28","0","0"
"2023-10-29","0","0"
"2023-10-30","17","32"
"2023-10-31","2","25"
"2023-11-01","0","-4"
"2023-11-02","6","3"
"2023-11-03","1","6"
"2023-11-04","6","3"
"2023-11-05","7","15"
"2023-11-06","5","2"
"2023-11-07","1","4"
"2023-11-08","4","7"
"2023-11-09","6","7"
"2023-11-10","5","3"
"2023-11-11","7","8"
"2023-11-12","14","5"
"2023-11-13","2","3"
"2023-11-14","5","3"
"2023-11-15","1","2"
"2023-11-16","2","6"
"2023-11-17","2","4"
"2023-11-18","5","8"
"2023-11-19","10","9"
"2023-11-20","3","3"
"2023-11-21","2","4"
"2023-11-22","6","2"
"2023-11-23","3","1"
"2023-11-24","1","3"
"2023-11-25","9","5"
"2023-11-26","7","7"
"2023-11-27","5","4"
"2023-11-28","6","4"
"2023-11-29","10","3"
"2023-11-30","3","3"
"2023-12-01","2","3"
"2023-12-02","9","7"
"2023-12-03","12","7"
"2023-12-04","7","6"
"2023-12-05","5","3"
"2023-12-06","-781","-2860"
"2023-12-07","789","2868"
"2023-12-08","2","2"
"2023-12-09","8","10"
"2023-12-10","14","6"
"2023-12-11","11","4"
"2023-12-12","6","3"
"2023-12-13","6","0"
"2023-12-14","6","0"
"2023-12-15","7","1"
"2023-12-16","7","4"
"2023-12-17","8","6"
"2023-12-18","0","-1"
"2023-12-19","2","2"
"2023-12-20","40","10"
"2023-12-21","52","8"
"2023-12-22","24","7"
"2023-12-23","51","11"
"2023-12-24","27","8"
"2023-12-25","1","4"
"2023-12-26","0","0"
"2023-12-27","2","0"
"2023-12-28","0","1"
"2023-12-29","2","1"
"2023-12-30","3","1"
"2023-12-31","2","1"
"2024-01-01","1","1"
"2024-01-02","0","0"
"2024-01-03","1","0"
"2024-01-04","3","3"
"2024-01-05","7","3"
"2024-01-06","9","3"
"2024-01-07","15","10"
"2024-01-08","8","3"
"2024-01-09","6","5"
"2024-01-10","3","6"
"2024-01-11","1","5"
"2024-01-12","7","-2"
"2024-01-13","12","13"
"2024-01-14","17","15"
"2024-01-15","10","3"
"2024-01-16","4","3"
"2024-01-17","4","3"
"2024-01-18","7","13"
"2024-01-19","12","4"
"2024-01-20","15","6"
"2024-01-21","4","8"
"2024-01-22","11","5"
"2024-01-23","6","16"
"2024-01-24","4","5"
"2024-01-25","9","10"
"2024-01-26","5","5"
"2024-01-27","13","9"
"2024-01-28","15","9"
"2024-01-29","9","8"
"2024-01-30","13","8"
"2024-01-31","14","10"
"2024-02-01","6","7"
"2024-02-02","12","8"
"2024-02-03","10","13"
"2024-02-04","13","12"
"2024-02-05","14","16"
"2024-02-06","16","26"
"2024-02-07","16","22"
"2024-02-08","10","11"
"2024-02-09","10","9"
"2024-02-10","6","16"
"2024-02-11","7","17"
"2024-02-12","6","3"
"2024-02-13","6","15"
"2024-02-14","13","14"
"2024-02-15","15","9"
"2024-02-16","9","20"
"2024-02-17","7","11"
"2024-02-18","12","6"
"2024-02-19","15","6"
"2024-02-20","7","10"
"2024-02-21","6","13"
"2024-02-22","12","10"
"2024-02-23","14","18"
"2024-02-24","6","12"
"2024-02-25","8","13"
"2024-02-26","3","3"
"2024-02-27","3","1"
"2024-02-28","3","4"
"2024-02-29","5","5"
"2024-03-01","3","1"
"2024-03-02","8","2"
"2024-03-03","4","-2"
"2024-03-04","0","0"
"2024-03-05","0","0"
"2024-03-06","0","0"
"2024-03-07","0","-1"
"2024-03-08","0","0"
"2024-03-09","0","0"
"2024-03-10","0","-1"
"2024-03-11","0","-1"
"2024-03-12","0","0"
"2024-03-13","0","0"
"2024-03-14","72","42"
"2024-03-15","0","0"
"2024-03-16","29","20"
"2024-03-17","20","11"
"2024-03-18","6","2"
"2024-03-19","63","20"
"2024-03-20","75","27"
"2024-03-21","23","13"
"2024-03-22","37","10"
"2024-03-23","81","22"
"2024-03-24","38","10"
"2024-03-25","8","15"
"2024-03-26","6","6"
"2024-03-27","8","10"
"2024-03-28","3","8"
"2024-03-29","2","1"
"2024-03-30","16","16"
"2024-03-31","23","11"
"2024-04-01","4","5"
"2024-04-02","4","7"
"2024-04-03","4","3"
"2024-04-04","14","11"
"2024-04-05","11","13"
"2024-04-06","12","6"
"2024-04-07","1","8"
"2024-04-08","5","4"
"2024-04-09","4","6"
"2024-04-10","4","7"
"2024-04-11","3","2"
"2024-04-12","4","6"
"2024-04-13","4","6"
"2024-04-14","18","5"
"2024-04-15","6","4"
"2024-04-16","4","4"
"2024-04-17","4","2"
"2024-04-18","2","1"
"2024-04-19","1","2"
"2024-04-20","8","6"
"2024-04-21","9","6"
"2024-04-22","3","5"
"2024-04-23","5","9"
"2024-04-24","3","1"
"2024-04-25","2","6"
"2024-04-26","3","6"
"2024-04-27","6","8"
"2024-04-28","2","8"
"2024-04-29","4","3"
"2024-04-30","5","7"
"2024-05-01","11","8"
"2024-05-02","7","9"
"2024-05-03","9","10"
"2024-05-04","4","14"
"2024-05-05","11","5"
"2024-05-06","4","3"
"2024-05-07","3","6"
"2024-05-08","1","7"
"2024-05-09","4","4"
"2024-05-10","8","5"
"2024-05-11","5","1"
"2024-05-12","9","9"
"2024-05-13","3","4"
"2024-05-14","2","1"
"2024-05-15","0","1"
"2024-05-16","2","3"
"2024-05-17","2","3"
"2024-05-18","9","4"
"2024-05-19","9","13"
"2024-05-20","0","5"
"2024-05-21","1","4"
"2024-05-22","7","0"
"2024-05-23","1","13"
"2024-05-24","3","6"
"2024-05-25","5","8"
"2024-05-26","8","5"
"2024-05-27","3","4"
"2024-05-28","4","11"
"2024-05-29","4","5"
"2024-05-30","3","5"
"2024-05-31","3","5"
"2024-06-01","15","11"
"2024-06-02","0","0"
"2024-06-03","0","0"
"2024-06-04","0","0"
"2024-06-05","0","0"
"2024-06-06","0","-1"
"2024-06-07","42","27"
"2024-06-08","9","7"
"2024-06-09","5","9"
"2024-06-10","8","2"
"2024-06-11","6","7"
"2024-06-12","10","2"
"2024-06-13","6","3"
"2024-06-14","3","4"
"2024-06-15","14","7"
"2024-06-16","8","6"
"2024-06-17","6","8"
"2024-06-18","81","40"
"2024-06-19","127","48"
"2024-06-20","43","19"
"2024-06-21","32","29"
"2024-06-22","82","31"
"2024-06-23","21","18"
"2024-06-24","29","21"
"2024-06-25","8","15"
"2024-06-26","8","14"
"2024-06-27","9","15"
"2024-06-28","17","6"
"2024-06-29","15","13"
"2024-06-30","14","28"
"2024-07-01","15","14"
"2024-07-02","13","14"
"2024-07-03","12","13"
"2024-07-04","8","12"
"2024-07-05","14","21"
"2024-07-06","9","15"
"2024-07-07","13","15"
"2024-07-08","15","13"
"2024-07-09","12","7"
"2024-07-10","6","15"
"2024-07-11","6","14"
"2024-07-12","17","14"
"2024-07-13","9","24"
"2024-07-14","10","12"
"2024-07-15","18","17"
"2024-07-16","13","10"
"2024-07-17","9","21"
"2024-07-18","3","15"
"2024-07-19","11","15"
"2024-07-20","12","19"
"2024-07-21","10","15"
"2024-07-22","9","15"
"2024-07-23","10","17"
"2024-07-24","9","17"
"2024-07-25","11","17"
"2024-07-26","8","16"
"2024-07-27","12","17"
"2024-07-28","7","16"
"2024-07-29","8","18"
"2024-07-30","17","12"
"2024-07-31","8","9"
"2024-08-01","15","20"
"2024-08-02","14","34"
"2024-08-03","8","39"
"2024-08-04","11","20"
"2024-08-05","12","27"
"2024-08-06","7","25"
"2024-08-07","9","15"
"2024-08-08","9","26"
"2024-08-09","7","21"
"2024-08-10","13","17"
"2024-08-11","7","20"
"2024-08-12","9","20"
"2024-08-13","11","36"
"2024-08-14","10","24"
"2024-08-15","11","25"
"2024-08-16","14","24"
"2024-08-17","20","26"
"2024-08-18","5","25"
"2024-08-19","13","25"
"2024-08-20","14","16"
"2024-08-21","13","26"
"2024-08-22","6","19"
"2024-08-23","19","29"
"2024-08-24","9","19"
"2024-08-25","6","26"
"2024-08-26","17","17"
"2024-08-27","6","16"
"2024-08-28","3","22"
"2024-08-29","13","15"
"2024-08-30","3","16"
"2024-08-31","14","16"
"2024-09-01","2","13"
"2024-09-02","7","7"
"2024-09-03","49","29"
"2024-09-04","72","35"
"2024-09-05","29","20"
"2024-09-06","33","24"
"2024-09-07","69","25"
"2024-09-08","26","10"
"2024-09-09","9","11"
"2024-09-10","5","4"
"2024-09-11","6","5"
"2024-09-12","5","4"
"2024-09-13","8","9"
"2024-09-14","8","9"
"2024-09-15","23","20"
"2024-09-16","10","17"
"2024-09-17","13","11"
"2024-09-18","5","2"
"2024-09-19","4","6"
"2024-09-20","4","7"
"2024-09-21","13","9"
"2024-09-22","6","7"
"2024-09-23","3","6"
"2024-09-24","4","5"
"2024-09-25","3","3"
"2024-09-26","5","5"
"2024-09-27","2","13"
"2024-09-28","7","16"
"2024-09-29","3","9"
"2024-09-30","3","5"
"2024-10-01","6","11"
"2024-10-02","4","9"
"2024-10-03","10","12"
"2024-10-04","8","13"
"2024-10-05","13","10"
"2024-10-06","9","16"
"2024-10-07","6","14"
"2024-10-08","6","6"
"2024-10-09","1","3"
"2024-10-10","0","5"
"2024-10-11","2","4"
"2024-10-12","0","0"
"2024-10-13","3","2"
"2024-10-14","0","1"
"2024-10-15","1","1"
"2024-10-16","0","0"
"2024-10-17","0","4"
"2024-10-18","6","6"
"2024-10-19","2","4"
"2024-10-20","1","0"
"2024-10-21","0","0"
"2024-10-22","0","-1"
"2024-10-23","1","0"
"2024-10-24","0","0"
"2024-10-25","1","5"
"2024-10-26","1","9"
"2024-10-27","9","5"
"2024-10-28","3","7"
"2024-10-29","2","6"
"2024-10-30","3","4"
"2024-10-31","6","4"
"2024-11-01","4","9"
"2024-11-02","11","5"
"2024-11-03","8","6"
"2024-11-04","1","7"
"2024-11-05","36","26"
"2024-11-06","66","32"
"2024-11-07","27","15"
"2024-11-08","17","18"
"2024-11-09","64","28"
"2024-11-10","23","12"
"2024-11-11","7","5"
"2024-11-12","6","8"
"2024-11-13","3","5"
"2024-11-14","1","5"
"2024-11-15","4","5"
"2024-11-16","9","8"
"2024-11-17","8","8"
"2024-11-18","0","0"
"2024-11-19","0","0"
"2024-11-20","26599","33615"
"2024-11-21","0","2"
"2024-11-22","7","11"
"2024-11-23","15","14"
"2024-11-24","15","14"
"2024-11-25","0","0"
"2024-11-26","6","7"
"2024-11-27","5","8"
"2024-11-28","4","9"
"2024-11-29","0","1"
"2024-11-30","12","24"
"2024-12-01","11","14"
"2024-12-02","1","6"
"2024-12-03","6","4"
"2024-12-04","3","5"
"2024-12-05","5","12"
"2024-12-06","5","3"
"2024-12-07","8","14"
"2024-12-08","12","12"
"2024-12-09","5","7"
"2024-12-10","5","5"
"2024-12-11","4","3"
"2024-12-12","4","5"
"2024-12-13","7","12"
"2024-12-14","13","15"
"2024-12-15","11","18"
"2024-12-16","6","8"
"2024-12-17","4","8"
"2024-12-18","2","1"
"2024-12-19","4","7"
"2024-12-20","0","0"
"2024-12-21","13","17"
"2024-12-22","10","13"
"2024-12-23","2","9"
"2024-12-24","5","8"
"2024-12-25","2","9"
"2024-12-26","8","6"
"2024-12-27","5","8"
"2024-12-28","11","18"
"2024-12-29","19","11"
"2024-12-30","6","8"
"2024-12-31","6","12"
